"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2022,"MI","FT","Data Engineer",100000,"USD",100000,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",122500,"USD",122500,"United States",100,"United States","M"
2022,"SE","FT","Analytics Engineer",100000,"USD",100000,"United States",100,"United States","M"
2022,"EX","FT","Data Engineer",297500,"USD",297500,"United States",100,"United States","M"
2022,"EX","FT","Data Engineer",260000,"USD",260000,"United States",100,"United States","M"
2021,"EN","FT","Machine Learning Developer",15000,"USD",15000,"Thailand",100,"Thailand","L"
2022,"SE","FT","Data Engineer",193000,"USD",193000,"Spain",100,"United States","M"
2022,"EN","FT","Data Scientist",93000,"USD",93000,"United States",0,"United States","M"
2022,"EN","FT","Data Scientist",73000,"USD",73000,"United States",0,"United States","M"
2022,"MI","FT","Data Operations Engineer",100000,"USD",100000,"United States",100,"United States","M"
2022,"MI","FT","Data Operations Engineer",60000,"USD",60000,"United States",100,"United States","M"
2022,"EN","FT","Data Analyst",40300,"BRL",7799,"Brazil",100,"Brazil","L"
2022,"SE","FT","Data Scientist",136994,"USD",136994,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",101570,"USD",101570,"United States",100,"United States","M"
2022,"SE","FT","ETL Developer",250000,"USD",250000,"United States",100,"United States","M"
2022,"SE","FT","ETL Developer",63000,"USD",63000,"United States",100,"United States","M"
2022,"MI","FT","Data Manager",134000,"USD",134000,"United States",0,"United States","M"
2022,"MI","FT","Data Manager",98000,"USD",98000,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Director of Data Science",55000,"EUR",57786,"France",50,"France","L"
2022,"MI","FT","Data Analyst",136000,"USD",136000,"United States",100,"United States","M"
2022,"MI","FT","Data Analyst",112000,"USD",112000,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",172000,"USD",172000,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",215000,"USD",215000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",164000,"USD",164000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",300000,"USD",300000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",130000,"USD",130000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",250000,"USD",250000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",63000,"USD",63000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",180000,"USD",180000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",150000,"USD",150000,"United States",100,"United States","M"
2021,"EN","FT","Data Engineer",33000,"GBP",45390,"United Kingdom",50,"United Kingdom","L"
2022,"SE","FT","Data Engineer",250000,"USD",250000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",63000,"USD",63000,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"MI","FT","Data Analyst",97500,"USD",97500,"United States",100,"United States","L"
2022,"SE","FT","Applied Scientist",212800,"USD",212800,"United States",100,"United States","M"
2022,"SE","FT","Applied Scientist",142800,"USD",142800,"United States",100,"United States","M"
2022,"MI","FT","Data Scientist",70000,"EUR",73546,"Netherlands",50,"Netherlands","L"
2022,"EN","FT","Data Scientist",50000,"USD",50000,"United States",50,"Germany","M"
2022,"EN","FT","Data Analyst",500000,"INR",6359,"France",100,"India","L"
2022,"SE","FT","Data Scientist",151800,"USD",151800,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",130240,"USD",130240,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",165000,"USD",165000,"United States",100,"United States","M"
2022,"SE","FT","Analytics Engineer",140250,"USD",140250,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",135000,"USD",135000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",115000,"USD",115000,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",179400,"USD",179400,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",154000,"USD",154000,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"MI","FT","Financial Data Analyst",75000,"USD",75000,"United States",0,"United States","M"
2022,"MI","FT","Data Engineer",80000,"EUR",84053,"Greece",100,"Greece","M"
2022,"MI","FT","Data Engineer",70000,"EUR",73546,"Greece",100,"Greece","M"
2022,"MI","FT","Data Engineer",80000,"GBP",98506,"United Kingdom",100,"United Kingdom","M"
2022,"MI","FT","Data Engineer",70000,"GBP",86193,"United Kingdom",100,"United Kingdom","M"
2022,"MI","FT","Data Engineer",80000,"EUR",84053,"Spain",100,"Spain","M"
2022,"MI","FT","Data Engineer",70000,"EUR",73546,"Spain",100,"Spain","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Analytics Engineer",83376,"GBP",102663,"United Kingdom",100,"United Kingdom","M"
2022,"SE","FT","Analytics Engineer",65004,"GBP",80041,"United Kingdom",100,"United Kingdom","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",84958,"GBP",104611,"United Kingdom",100,"United Kingdom","M"
2022,"SE","FT","Data Engineer",66822,"GBP",82280,"United Kingdom",100,"United Kingdom","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",0,"United States","M"
2022,"SE","FT","Data Analyst",115000,"USD",115000,"United States",0,"United States","L"
2022,"EN","FT","Data Scientist",30000,"EUR",31520,"Spain",50,"Spain","M"
2022,"SE","FT","Data Operations Analyst",81000,"USD",81000,"United States",100,"United States","M"
2022,"SE","FT","Data Operations Analyst",66000,"USD",66000,"United States",100,"United States","M"
2022,"EN","FT","Data Analyst",46000,"USD",46000,"United States",100,"United States","L"
2022,"EN","FT","Data Engineer",80000,"USD",80000,"United States",100,"United States","L"
2022,"EX","FT","Machine Learning Scientist",200000,"USD",200000,"United States",100,"United States","S"
2022,"EX","FT","Machine Learning Scientist",180000,"USD",180000,"United States",100,"United States","S"
2022,"EX","FT","AI Scientist",200000,"USD",200000,"United States",100,"United States","S"
2022,"SE","FT","Data Scientist",204100,"USD",204100,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",136100,"USD",136100,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",63000,"USD",63000,"United States",0,"United States","M"
2022,"MI","FT","Data Scientist",96000,"GBP",118208,"United Kingdom",0,"United Kingdom","M"
2022,"MI","FT","Data Scientist",90000,"GBP",110820,"United Kingdom",0,"United Kingdom","M"
2021,"EN","PT","Computer Vision Software Engineer",120000,"DKK",19073,"Denmark",50,"Denmark","L"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"United States",100,"United States","M"
2022,"SE","FT","Data Specialist",95000,"USD",95000,"United States",100,"United States","M"
2022,"SE","FT","Data Specialist",70000,"USD",70000,"United States",100,"United States","M"
2022,"MI","FT","Applied Machine Learning Scientist",75000,"USD",75000,"Bolivia",100,"United States","M"
2022,"MI","CT","Analytics Engineer",7500,"USD",7500,"Bolivia",50,"Bolivia","M"
2022,"MI","FT","Data Analyst",113000,"USD",113000,"United States",0,"United States","L"
2022,"SE","FT","Data Scientist",170000,"USD",170000,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",130000,"USD",130000,"United States",100,"United States","M"
2022,"MI","FT","Data Analytics Consultant",113000,"USD",113000,"United States",100,"United States","L"
2022,"MI","FT","Product Data Analyst",140000,"USD",140000,"United States",100,"United States","M"
2021,"SE","FT","Data Analyst",50000,"USD",50000,"Philippines",100,"Philippines","S"
2022,"MI","FT","BI Data Analyst",77000,"AUD",53368,"Australia",100,"Australia","M"
2022,"SE","FT","Data Scientist",175000,"USD",175000,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"United States",0,"United States","M"
2022,"SE","FT","Lead Data Scientist",28500,"EUR",29944,"Portugal",50,"Portugal","S"
2022,"SE","FT","Analytics Engineer",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",63000,"USD",63000,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",160000,"USD",160000,"United States",0,"United States","L"
2022,"SE","FT","Data Scientist",119300,"USD",119300,"United States",0,"United States","L"
2022,"MI","FT","Research Scientist",145000,"USD",145000,"United States",50,"United States","L"
2022,"SE","FT","Data Engineer",105000,"USD",105000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",90000,"USD",90000,"United States",0,"United States","M"
2022,"SE","FT","ETL Developer",146200,"USD",146200,"United States",100,"United States","M"
2022,"SE","FT","ETL Developer",124270,"USD",124270,"United States",100,"United States","M"
2022,"MI","FT","Data Scientist",225000,"USD",225000,"United States",0,"United States","M"
2022,"MI","FT","Data Scientist",160000,"USD",160000,"United States",0,"United States","M"
2022,"MI","FT","Data Scientist",52000,"EUR",54634,"Netherlands",100,"Netherlands","S"
2022,"SE","FT","Data Engineer",185800,"USD",185800,"Canada",100,"Canada","M"
2022,"SE","FT","Data Engineer",137400,"USD",137400,"Canada",100,"Canada","M"
2022,"SE","FT","Analytics Engineer",245000,"USD",245000,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",180000,"USD",180000,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",203500,"USD",203500,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",152000,"USD",152000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",63000,"USD",63000,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Infrastructure Engineer",186000,"USD",186000,"United States",100,"United States","M"
2022,"SE","FT","Machine Learning Infrastructure Engineer",148800,"USD",148800,"United States",100,"United States","M"
2022,"SE","FT","Lead Machine Learning Engineer",7500000,"INR",95386,"India",50,"India","L"
2022,"MI","FT","Machine Learning Engineer",104000,"GBP",128058,"United Kingdom",50,"United Kingdom","L"
2022,"EN","FT","Data Scientist",82000,"USD",82000,"United States",0,"United States","L"
2022,"EN","PT","Data Scientist",110000,"USD",110000,"Dominican Republic",100,"France","M"
2022,"MI","FT","Applied Machine Learning Scientist",173000,"USD",173000,"United States",50,"United States","M"
2022,"SE","FT","Data Scientist",203500,"USD",203500,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",152000,"USD",152000,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"United States",100,"United States","M"
2022,"SE","FT","Machine Learning Engineer",148800,"USD",148800,"United States",100,"United States","M"
2022,"EN","FT","BI Data Analyst",32400,"BRL",6270,"Brazil",100,"Brazil","L"
2022,"MI","FT","Data Science Manager",158000,"USD",158000,"United States",100,"United States","M"
2022,"MI","FT","Data Science Manager",134000,"USD",134000,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",170000,"USD",170000,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",120000,"USD",120000,"United States",100,"United States","M"
2022,"EX","FT","Analytics Engineer",200000,"USD",200000,"United States",100,"United States","M"
2022,"EX","FT","Analytics Engineer",150000,"USD",150000,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",216200,"USD",216200,"United States",0,"United States","M"
2022,"SE","FT","Data Analyst",144100,"USD",144100,"United States",0,"United States","M"
2022,"MI","FT","Data Scientist",110000,"EUR",115573,"Netherlands",0,"Netherlands","M"
2022,"MI","FT","Data Scientist",85000,"EUR",89306,"Netherlands",0,"Netherlands","M"
2022,"SE","FT","ETL Developer",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","ETL Developer",63000,"USD",63000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",135000,"USD",135000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",85000,"USD",85000,"United States",100,"United States","M"
2022,"SE","FT","Machine Learning Engineer",135000,"USD",135000,"United States",100,"United States","M"
2022,"SE","FT","Machine Learning Engineer",85000,"USD",85000,"United States",100,"United States","M"
2022,"SE","FT","Data Science Manager",206000,"USD",206000,"United States",100,"United States","M"
2022,"SE","FT","Data Science Manager",175100,"USD",175100,"United States",100,"United States","M"
2022,"SE","FT","Machine Learning Engineer",189650,"USD",189650,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Engineer",164996,"USD",164996,"United States",0,"United States","M"
2022,"SE","FT","Data Architect",149040,"USD",149040,"United States",100,"United States","M"
2022,"SE","FT","Data Architect",113900,"USD",113900,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",154000,"USD",154000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",126000,"USD",126000,"United States",100,"United States","M"
2022,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"United States",100,"United States","L"
2022,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"United States",100,"United States","L"
2022,"SE","FT","Data Engineer",195700,"USD",195700,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",130500,"USD",130500,"United States",0,"United States","M"
2022,"SE","FT","Analytics Engineer",170000,"USD",170000,"United States",100,"United States","M"
2022,"SE","FT","Analytics Engineer",135000,"USD",135000,"United States",100,"United States","M"
2022,"MI","FT","Data Engineer",80000,"GBP",98506,"United Kingdom",0,"United Kingdom","M"
2022,"MI","FT","Data Engineer",60000,"GBP",73880,"United Kingdom",0,"United Kingdom","M"
2022,"SE","FT","Data Analyst",117000,"USD",117000,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",99450,"USD",99450,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",200000,"USD",200000,"Puerto Rico",100,"Puerto Rico","M"
2022,"SE","FT","Data Engineer",135000,"USD",135000,"Puerto Rico",100,"Puerto Rico","M"
2022,"SE","FT","Machine Learning Engineer",193900,"USD",193900,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Engineer",129300,"USD",129300,"United States",0,"United States","M"
2022,"EN","FT","Machine Learning Engineer",45000,"GBP",55410,"United Kingdom",100,"United Kingdom","S"
2022,"SE","FT","Data Analyst",70000,"GBP",86193,"United Kingdom",0,"United Kingdom","M"
2022,"SE","FT","Data Analyst",50000,"GBP",61566,"United Kingdom",0,"United Kingdom","M"
2022,"SE","FT","Data Analyst",175000,"USD",175000,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",130000,"USD",130000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",188100,"USD",188100,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",139860,"USD",139860,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Engineer",248700,"USD",248700,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Engineer",167100,"USD",167100,"United States",0,"United States","M"
2022,"MI","FT","Data Analyst",450000,"INR",5723,"India",100,"India","S"
2022,"SE","FT","Data Scientist",123400,"USD",123400,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",88100,"USD",88100,"United States",0,"United States","M"
2022,"MI","FT","BI Data Analyst",48000,"EUR",50432,"Germany",100,"Germany","S"
2022,"SE","FT","Data Scientist",245000,"USD",245000,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",205000,"USD",205000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",141300,"USD",141300,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",102100,"USD",102100,"United States",0,"United States","M"
2022,"SE","FT","Data Architect",141300,"USD",141300,"United States",0,"United States","M"
2022,"SE","FT","Data Architect",102100,"USD",102100,"United States",0,"United States","M"
2022,"EN","FT","Data Analyst",50000,"USD",50000,"Argentina",100,"Argentina","L"
2022,"EN","FT","Data Scientist",80000,"EUR",84053,"Belgium",100,"Belgium","L"
2022,"MI","FT","Lead Data Scientist",50000,"GBP",61566,"United Kingdom",50,"United Kingdom","S"
2022,"SE","FT","Data Architect",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","Data Architect",63000,"USD",63000,"United States",0,"United States","M"
2022,"SE","FT","Data Science Manager",189500,"USD",189500,"United States",100,"United States","L"
2022,"SE","FT","Data Science Manager",140100,"USD",140100,"United States",100,"United States","L"
2022,"SE","FT","Data Engineer",177600,"USD",177600,"United States",100,"United States","L"
2022,"SE","FT","Data Engineer",131300,"USD",131300,"United States",100,"United States","L"
2022,"MI","FT","Data Engineer",24000,"USD",24000,"United States",0,"United States","M"
2022,"MI","FT","Data Engineer",24000,"USD",24000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",63000,"USD",63000,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Engineer",202900,"USD",202900,"United States",100,"United States","L"
2022,"SE","FT","Machine Learning Engineer",131300,"USD",131300,"United States",100,"United States","L"
2022,"SE","FT","Data Engineer",145000,"USD",145000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",115000,"USD",115000,"United States",100,"United States","M"
2022,"EN","FT","Machine Learning Engineer",115000,"USD",115000,"United States",50,"United States","L"
2022,"MI","FT","Machine Learning Engineer",193900,"USD",193900,"United States",0,"United States","M"
2022,"MI","FT","Machine Learning Engineer",129300,"USD",129300,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",180000,"USD",180000,"United States",100,"United States","L"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"United States",100,"United States","L"
2022,"MI","FT","Data Analyst",216200,"USD",216200,"United States",0,"United States","M"
2022,"MI","FT","Data Analyst",144100,"USD",144100,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Scientist",216000,"USD",216000,"United States",0,"United States","M"
2022,"SE","FT","Machine Learning Scientist",144000,"USD",144000,"United States",0,"United States","M"
2022,"EN","FT","Data Analyst",150000,"USD",150000,"United States",100,"United States","L"
2021,"EN","FT","Machine Learning Research Engineer",900000,"INR",12171,"India",100,"India","M"
2022,"MI","FT","Data Scientist",4200000,"INR",53416,"India",100,"Indonesia","L"
2022,"EN","FT","Applied Data Scientist",50000,"USD",50000,"Austria",50,"Austria","M"
2021,"SE","FT","Cloud Data Architect",250000,"USD",250000,"United States",50,"United States","L"
2022,"EX","FT","Research Scientist",80000,"EUR",84053,"Netherlands",0,"Netherlands","L"
2022,"MI","FT","Data Scientist",107000,"GBP",131752,"United Kingdom",100,"United Kingdom","M"
2022,"SE","FT","Analytics Engineer",48000,"USD",48000,"Argentina",100,"United States","S"
2022,"EX","FT","Data Science Manager",260500,"USD",260500,"United States",0,"United States","M"
2022,"EX","FT","Data Science Manager",175100,"USD",175100,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",210000,"USD",210000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",100000,"USD",100000,"United States",100,"United States","M"
2022,"EN","FT","Data Analyst",55000,"USD",55000,"United States",100,"United States","S"
2022,"MI","FT","Data Analyst",130000,"USD",130000,"United States",100,"United States","M"
2022,"SE","FT","Applied Machine Learning Scientist",73400,"EUR",77119,"France",100,"United Kingdom","L"
2022,"EN","FT","Data Scientist",49500,"EUR",52008,"Belgium",50,"Belgium","S"
2022,"MI","FL","Applied Machine Learning Scientist",2400000,"INR",30523,"India",100,"India","S"
2022,"SE","FT","Data Engineer",206699,"USD",206699,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",99100,"USD",99100,"United States",0,"United States","M"
2022,"MI","FT","Analytics Engineer",200000,"USD",200000,"United States",0,"United States","M"
2022,"MI","FT","Analytics Engineer",54000,"USD",54000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",63000,"USD",63000,"United States",0,"United States","M"
2022,"SE","FT","Data Architect",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","Data Architect",63000,"USD",63000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",250000,"USD",250000,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",63000,"USD",63000,"United States",0,"United States","M"
2022,"EN","FT","Analytics Engineer",130000,"USD",130000,"United States",50,"United States","L"
2022,"SE","FT","Data Engineer",100000,"USD",100000,"United States",0,"United States","L"
2022,"SE","FT","Data Engineer",80000,"USD",80000,"United States",0,"United States","L"
2022,"SE","FT","Data Scientist",160000,"USD",160000,"United States",0,"United States","L"
2022,"SE","FT","Data Scientist",100000,"USD",100000,"United States",0,"United States","L"
2022,"SE","FT","Data Specialist",221300,"USD",221300,"United States",100,"United States","L"
2022,"SE","FT","Data Specialist",148700,"USD",148700,"United States",100,"United States","L"
2022,"EN","FT","Machine Learning Engineer",30000,"USD",30000,"United Kingdom",100,"United Kingdom","L"
2022,"EN","FT","Data Analyst",27000,"EUR",28368,"France",50,"France","M"
2022,"MI","FT","Data Engineer",74000,"GBP",91118,"United Kingdom",0,"United Kingdom","M"
2022,"MI","FT","Data Engineer",50000,"GBP",61566,"United Kingdom",0,"United Kingdom","M"
2022,"MI","FT","Data Scientist",58000,"EUR",60938,"Germany",100,"Germany","S"
2022,"SE","FT","Data Science Manager",249260,"USD",249260,"United States",0,"United States","M"
2022,"SE","FT","Data Science Manager",185400,"USD",185400,"United States",0,"United States","M"
2022,"SE","FT","Data Engineer",170000,"USD",170000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",130000,"USD",130000,"United States",100,"United States","M"
2022,"MI","FT","Data Scientist",65000,"GBP",80036,"United Kingdom",50,"United Kingdom","M"
2022,"SE","FT","Data Analyst",128875,"USD",128875,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",93700,"USD",93700,"United States",100,"United States","M"
2022,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"United States",100,"United States","M"
2022,"SE","FT","Machine Learning Engineer",100000,"USD",100000,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",136260,"USD",136260,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",109280,"USD",109280,"United States",100,"United States","M"
2022,"SE","FT","Data Scientist",160000,"USD",160000,"United States",100,"United States","L"
2022,"SE","FT","Data Scientist",92000,"USD",92000,"United States",100,"United States","L"
2022,"SE","FT","Data Engineer",200000,"USD",200000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",160000,"USD",160000,"United States",100,"United States","M"
2022,"MI","FT","Data Engineer",110000,"GBP",135446,"United Kingdom",0,"United Kingdom","M"
2022,"MI","FT","Data Engineer",85000,"GBP",104663,"United Kingdom",0,"United Kingdom","M"
2022,"SE","FT","Data Analyst",117000,"USD",117000,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",99450,"USD",99450,"United States",100,"United States","M"
2022,"EN","FT","Data Engineer",129000,"USD",129000,"United States",100,"United States","L"
2022,"EN","FT","Data Engineer",86000,"USD",86000,"United States",100,"United States","L"
2020,"EN","FT","Data Engineer",1000000,"INR",13493,"India",100,"India","L"
2020,"EN","FT","Data Engineer",1000000,"INR",13493,"India",100,"India","L"
2022,"SE","FT","Data Scientist",160000,"USD",160000,"United States",0,"United States","L"
2022,"SE","FT","Data Scientist",119300,"USD",119300,"United States",0,"United States","L"
2022,"SE","FT","Business Data Analyst",100000,"USD",100000,"United States",100,"United States","L"
2022,"MI","FT","Data Scientist",25000,"USD",25000,"Turkey",50,"Turkey","M"
2022,"MI","FT","Data Analyst",90000,"SGD",65257,"Singapore",50,"Singapore","M"
2022,"MI","FT","AI Scientist",200000,"USD",200000,"United States",100,"United States","M"
2022,"EN","FT","Machine Learning Developer",180000,"USD",180000,"United States",100,"United States","L"
2022,"MI","FT","Data Scientist",153000,"USD",153000,"United States",100,"United States","L"
2022,"SE","FT","Data Engineer",210000,"USD",210000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",100000,"USD",100000,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",150075,"USD",150075,"United States",100,"United States","M"
2022,"SE","FT","Data Analyst",110925,"USD",110925,"United States",100,"United States","M"
2022,"MI","FT","Machine Learning Scientist",22800,"USD",22800,"Egypt",100,"Egypt","M"
2022,"SE","FT","Data Scientist",160000,"USD",160000,"United States",100,"United States","L"
2022,"SE","FT","Data Scientist",92000,"USD",92000,"United States",100,"United States","L"
2022,"SE","FT","Machine Learning Engineer",202900,"USD",202900,"United States",100,"United States","L"
2022,"SE","FT","Machine Learning Engineer",131300,"USD",131300,"United States",100,"United States","L"
2020,"EN","FT","Data Analyst",20000,"EUR",22809,"Portugal",100,"Portugal","M"
2022,"EN","FT","Data Analyst",15000,"USD",15000,"Indonesia",0,"Indonesia","L"
2022,"SE","FT","Data Engineer",175000,"USD",175000,"United States",100,"United States","M"
2022,"SE","FT","Data Engineer",135000,"USD",135000,"United States",100,"United States","M"
2022,"SE","FT","Data Science Manager",193000,"AUD",133766,"Australia",100,"Australia","L"
2022,"EN","FT","Machine Learning Engineer",83000,"USD",83000,"United States",0,"United States","L"
2022,"MI","FT","Data Engineer",75000,"GBP",92350,"United Kingdom",100,"United Kingdom","M"
2022,"MI","FT","Data Engineer",55000,"GBP",67723,"United Kingdom",100,"United Kingdom","M"
2022,"SE","FT","Data Scientist",186000,"USD",186000,"United States",0,"United States","M"
2022,"SE","FT","Data Scientist",148800,"USD",148800,"United States",0,"United States","M"
2022,"SE","FT","Data Analyst",112900,"USD",112900,"United States",0,"United States","M"
2022,"SE","FT","Data Analyst",90320,"USD",90320,"United States",0,"United States","M"
2022,"SE","FT","ML Engineer",240000,"USD",240000,"United States",0,"United States","M"
2022,"SE","FT","ML Engineer",160000,"USD",160000,"United States",0,"United States","M"
2022,"SE","FT","Data Science Manager",300000,"USD",300000,"United States",100,"United States","M"
2022,"SE","FT","Data Science Manager",200000,"USD",200000,"United States",100,"United States","M"
2022,"MI","FT","Data Engineer",62500,"EUR",65666,"Germany",50,"Germany","S"
2022,"MI","FT","AI Scientist",200000,"USD",200000,"India",100,"United States","L"
2022,"MI","FT","Machine Learning Engineer",95000,"GBP",116976,"United Kingdom",0,"United Kingdom","M"
2022,"MI","FT","Machine Learning Engineer",75000,"GBP",92350,"United Kingdom",0,"United Kingdom","M"
2022,"MI","FT","AI Scientist",120000,"USD",120000,"United States",0,"United States","M"
